img1,img2,identicas,fase
C113_S2_I2.jpg,C9_S2_I13.jpg,0,2
C145_S1_I2.jpg,C221_S1_I3.jpg,0,0
C185_S2_I12.jpg,C233_S2_I14.jpg,0,2
C227_S2_I6.jpg,C269_S2_I15.jpg,0,2
C243_S1_I15.jpg,C405_S1_I9.jpg,0,1
C19_S1_I9.jpg,C381_S1_I4.jpg,0,0
C209_S1_I13.jpg,C103_S1_I15.jpg,0,1
C451_S2_I11.jpg,C149_S2_I9.jpg,0,2
C509_S2_I10.jpg,C519_S2_I9.jpg,0,2
C55_S1_I3.jpg,C411_S1_I6.jpg,0,1
C129_S2_I10.jpg,C509_S2_I11.jpg,0,2
C95_S1_I4.jpg,C21_S1_I6.jpg,0,0
C277_S1_I5.jpg,C209_S1_I7.jpg,0,0
C57_S1_I11.jpg,C49_S1_I14.jpg,0,1
C473_S1_I11.jpg,C187_S1_I14.jpg,0,1
C323_S1_I4.jpg,C121_S1_I11.jpg,0,0
C375_S1_I4.jpg,C5_S1_I13.jpg,0,0
C39_S1_I15.jpg,C53_S1_I13.jpg,0,1
C183_S1_I3.jpg,C295_S1_I9.jpg,0,1
C363_S1_I10.jpg,C109_S1_I13.jpg,0,0
C31_S1_I14.jpg,C445_S1_I13.jpg,0,1
C431_S1_I1.jpg,C407_S1_I7.jpg,0,0
C103_S2_I10.jpg,C131_S2_I3.jpg,0,2
C73_S2_I1.jpg,C251_S2_I10.jpg,0,2
C419_S2_I6.jpg,C235_S2_I8.jpg,0,2
C483_S2_I14.jpg,C73_S2_I6.jpg,0,2
C151_S2_I9.jpg,C465_S2_I12.jpg,0,2
C271_S1_I8.jpg,C355_S1_I1.jpg,0,0
C157_S1_I8.jpg,C423_S1_I3.jpg,0,0
C297_S1_I1.jpg,C421_S1_I9.jpg,0,0
C411_S1_I9.jpg,C81_S1_I10.jpg,0,1
C329_S2_I11.jpg,C227_S2_I7.jpg,0,2
C431_S2_I10.jpg,C269_S2_I10.jpg,0,2
C485_S2_I3.jpg,C439_S2_I2.jpg,0,2
C263_S1_I14.jpg,C175_S1_I13.jpg,0,1
C309_S2_I8.jpg,C317_S2_I14.jpg,0,2
C235_S2_I13.jpg,C151_S2_I1.jpg,0,2
C113_S2_I9.jpg,C381_S2_I14.jpg,0,2
C53_S1_I11.jpg,C83_S1_I5.jpg,0,1
C459_S2_I3.jpg,C259_S2_I3.jpg,0,2
C475_S1_I15.jpg,C421_S1_I3.jpg,0,1
C17_S2_I14.jpg,C445_S2_I2.jpg,0,2
C391_S2_I11.jpg,C73_S2_I14.jpg,0,2
C283_S1_I4.jpg,C365_S1_I6.jpg,0,0
C255_S1_I11.jpg,C303_S1_I10.jpg,0,0
C361_S2_I13.jpg,C177_S2_I11.jpg,0,2
C493_S1_I5.jpg,C21_S1_I2.jpg,0,0
C123_S1_I7.jpg,C401_S1_I5.jpg,0,1
C329_S1_I4.jpg,C165_S1_I4.jpg,0,1
C401_S1_I2.jpg,C3_S1_I11.jpg,0,1
C499_S2_I5.jpg,C179_S2_I14.jpg,0,2
C435_S1_I11.jpg,C313_S1_I1.jpg,0,1
C507_S2_I1.jpg,C329_S2_I3.jpg,0,2
C453_S1_I3.jpg,C343_S1_I10.jpg,0,1
C363_S1_I13.jpg,C277_S1_I7.jpg,0,0
C441_S2_I9.jpg,C375_S2_I6.jpg,0,2
C1_S1_I8.jpg,C283_S1_I8.jpg,0,1
C375_S2_I15.jpg,C383_S2_I10.jpg,0,2
C173_S2_I9.jpg,C47_S2_I10.jpg,0,2
C133_S2_I13.jpg,C375_S2_I10.jpg,0,2
C295_S1_I13.jpg,C345_S1_I12.jpg,0,0
C507_S1_I12.jpg,C305_S1_I14.jpg,0,1
C359_S2_I15.jpg,C237_S2_I2.jpg,0,2
C235_S1_I9.jpg,C465_S1_I4.jpg,0,1
C225_S1_I11.jpg,C67_S1_I12.jpg,0,0
C25_S2_I1.jpg,C5_S2_I5.jpg,0,2
C75_S1_I7.jpg,C199_S1_I3.jpg,0,1
C131_S2_I10.jpg,C451_S2_I8.jpg,0,2
C329_S2_I5.jpg,C199_S2_I9.jpg,0,2
C129_S2_I3.jpg,C91_S2_I2.jpg,0,2
C483_S2_I9.jpg,C61_S2_I2.jpg,0,2
C177_S1_I8.jpg,C505_S1_I14.jpg,0,1
C233_S1_I15.jpg,C429_S1_I4.jpg,0,0
C173_S2_I15.jpg,C451_S2_I3.jpg,0,2
C85_S2_I15.jpg,C29_S2_I13.jpg,0,2
C9_S1_I15.jpg,C485_S1_I9.jpg,0,0
C141_S1_I11.jpg,C383_S1_I13.jpg,0,1
C281_S1_I3.jpg,C487_S1_I5.jpg,0,1
C89_S1_I10.jpg,C271_S1_I5.jpg,0,0
C47_S1_I4.jpg,C111_S1_I10.jpg,0,0
C333_S1_I12.jpg,C447_S1_I11.jpg,0,1
C7_S2_I4.jpg,C47_S2_I8.jpg,0,2
C25_S2_I12.jpg,C381_S2_I12.jpg,0,2
C205_S2_I8.jpg,C395_S2_I8.jpg,0,2
C287_S1_I5.jpg,C345_S1_I8.jpg,0,0
C109_S2_I5.jpg,C375_S2_I12.jpg,0,2
C3_S1_I12.jpg,C507_S1_I1.jpg,0,1
C213_S1_I5.jpg,C51_S1_I6.jpg,0,0
C25_S2_I9.jpg,C149_S2_I3.jpg,0,2
C405_S2_I1.jpg,C167_S2_I5.jpg,0,2
C227_S1_I2.jpg,C339_S1_I12.jpg,0,0
C67_S1_I4.jpg,C63_S1_I5.jpg,0,1
C499_S1_I14.jpg,C95_S1_I3.jpg,0,0
C179_S1_I8.jpg,C441_S1_I14.jpg,0,0
C99_S1_I12.jpg,C33_S1_I3.jpg,0,0
C309_S2_I6.jpg,C235_S2_I13.jpg,0,2
C153_S2_I6.jpg,C123_S2_I11.jpg,0,2
C259_S1_I4.jpg,C379_S1_I9.jpg,0,1
C109_S2_I1.jpg,C499_S2_I7.jpg,0,2
C337_S1_I5.jpg,C159_S1_I10.jpg,0,1
C197_S1_I4.jpg,C235_S1_I3.jpg,0,0
C367_S1_I5.jpg,C281_S1_I11.jpg,0,1
C467_S2_I6.jpg,C105_S2_I10.jpg,0,2
C227_S2_I10.jpg,C245_S2_I2.jpg,0,2
C37_S1_I1.jpg,C367_S1_I6.jpg,0,0
C327_S2_I7.jpg,C465_S2_I2.jpg,0,2
C405_S2_I15.jpg,C105_S2_I5.jpg,0,2
C49_S2_I7.jpg,C339_S2_I9.jpg,0,2
C371_S1_I8.jpg,C475_S1_I6.jpg,0,0
C335_S2_I5.jpg,C7_S2_I12.jpg,0,2
C375_S2_I5.jpg,C321_S2_I10.jpg,0,2
C437_S1_I8.jpg,C133_S1_I8.jpg,0,0
C381_S1_I2.jpg,C165_S1_I4.jpg,0,1
C105_S2_I6.jpg,C385_S2_I13.jpg,0,2
C309_S1_I6.jpg,C9_S1_I9.jpg,0,1
C313_S1_I14.jpg,C425_S1_I16.jpg,0,0
C101_S1_I14.jpg,C135_S1_I13.jpg,0,1
C451_S2_I2.jpg,C199_S2_I12.jpg,0,2
C343_S1_I2.jpg,C413_S1_I13.jpg,0,1
C467_S1_I11.jpg,C93_S1_I3.jpg,0,1
C207_S1_I5.jpg,C143_S1_I1.jpg,0,0
C485_S2_I4.jpg,C299_S2_I10.jpg,0,2
C103_S2_I10.jpg,C253_S2_I15.jpg,0,2
C345_S1_I2.jpg,C75_S1_I4.jpg,0,1
C359_S1_I5.jpg,C225_S1_I14.jpg,0,0
C105_S1_I13.jpg,C371_S1_I11.jpg,0,0
C117_S1_I10.jpg,C151_S1_I2.jpg,0,1
C205_S1_I13.jpg,C415_S1_I11.jpg,0,1
C201_S2_I13.jpg,C103_S2_I13.jpg,0,2
C481_S1_I8.jpg,C5_S1_I7.jpg,0,1
C245_S2_I10.jpg,C335_S2_I2.jpg,0,2
C187_S2_I12.jpg,C419_S2_I10.jpg,0,2
C19_S1_I8.jpg,C153_S1_I6.jpg,0,0
C441_S2_I6.jpg,C101_S2_I12.jpg,0,2
C311_S2_I6.jpg,C153_S2_I11.jpg,0,2
C401_S1_I4.jpg,C45_S1_I12.jpg,0,0
C363_S1_I5.jpg,C141_S1_I3.jpg,0,1
C263_S2_I14.jpg,C47_S2_I4.jpg,0,2
C439_S2_I1.jpg,C201_S2_I1.jpg,0,2
C255_S1_I2.jpg,C39_S1_I11.jpg,0,1
C461_S1_I2.jpg,C71_S1_I9.jpg,0,1
C225_S1_I5.jpg,C229_S1_I2.jpg,0,1
C483_S1_I11.jpg,C115_S1_I11.jpg,0,1
C461_S1_I11.jpg,C217_S1_I12.jpg,0,0
C237_S1_I9.jpg,C215_S1_I14.jpg,0,1
C395_S1_I8.jpg,C347_S1_I9.jpg,0,0
C261_S1_I5.jpg,C205_S1_I11.jpg,0,0
C515_S1_I1.jpg,C191_S1_I3.jpg,0,1
C271_S1_I5.jpg,C465_S1_I8.jpg,0,1
C391_S2_I12.jpg,C445_S2_I2.jpg,0,2
C409_S1_I15.jpg,C499_S1_I9.jpg,0,0
C19_S2_I7.jpg,C369_S2_I11.jpg,0,2
C227_S2_I10.jpg,C255_S2_I7.jpg,0,2
C451_S2_I11.jpg,C393_S2_I12.jpg,0,2
C109_S2_I5.jpg,C151_S2_I15.jpg,0,2
C175_S1_I13.jpg,C305_S1_I1.jpg,0,0
C283_S1_I2.jpg,C449_S1_I11.jpg,0,1
C457_S1_I14.jpg,C259_S1_I4.jpg,0,1
C211_S1_I15.jpg,C475_S1_I3.jpg,0,0
C335_S1_I2.jpg,C131_S1_I13.jpg,0,1
C385_S2_I7.jpg,C317_S2_I9.jpg,0,2
C239_S2_I13.jpg,C333_S2_I11.jpg,0,2
C113_S1_I9.jpg,C341_S1_I9.jpg,0,1
C459_S2_I2.jpg,C467_S2_I13.jpg,0,2
C205_S2_I3.jpg,C91_S2_I6.jpg,0,2
C17_S2_I4.jpg,C205_S2_I13.jpg,0,2
C471_S1_I15.jpg,C375_S1_I10.jpg,0,0
C415_S1_I15.jpg,C263_S1_I15.jpg,0,1
C327_S2_I4.jpg,C451_S2_I15.jpg,0,2
C173_S2_I4.jpg,C239_S2_I10.jpg,0,2
C339_S2_I11.jpg,C235_S2_I1.jpg,0,2
C173_S2_I10.jpg,C17_S2_I7.jpg,0,2
C477_S1_I12.jpg,C7_S1_I5.jpg,0,0
C147_S1_I8.jpg,C465_S1_I9.jpg,0,1
C175_S1_I1.jpg,C231_S1_I9.jpg,0,1
C255_S2_I7.jpg,C245_S2_I3.jpg,0,2
C481_S1_I6.jpg,C107_S1_I7.jpg,0,0
C327_S2_I9.jpg,C233_S2_I6.jpg,0,2
C17_S2_I9.jpg,C17_S2_I3.jpg,1,2
C451_S2_I2.jpg,C93_S2_I7.jpg,0,2
C9_S2_I4.jpg,C79_S2_I4.jpg,0,2
C257_S2_I9.jpg,C369_S2_I6.jpg,0,2
C317_S2_I14.jpg,C19_S2_I9.jpg,0,2
C135_S1_I3.jpg,C129_S1_I14.jpg,0,1
C245_S2_I5.jpg,C113_S2_I10.jpg,0,2
C367_S2_I6.jpg,C105_S2_I4.jpg,0,2
C133_S1_I15.jpg,C517_S1_I1.jpg,0,1
C165_S1_I1.jpg,C131_S1_I4.jpg,0,1
C91_S1_I12.jpg,C123_S1_I9.jpg,0,0
C111_S2_I7.jpg,C47_S2_I3.jpg,0,2
C111_S2_I2.jpg,C5_S2_I5.jpg,0,2
C335_S2_I4.jpg,C49_S2_I3.jpg,0,2
C251_S2_I2.jpg,C133_S2_I6.jpg,0,2
C33_S1_I12.jpg,C423_S1_I4.jpg,0,0
C375_S1_I12.jpg,C289_S1_I1.jpg,0,1
C95_S2_I6.jpg,C19_S2_I9.jpg,0,2
C187_S2_I14.jpg,C73_S2_I15.jpg,0,2
C109_S1_I13.jpg,C197_S1_I13.jpg,0,0
C499_S1_I7.jpg,C33_S1_I12.jpg,0,1
C49_S2_I11.jpg,C335_S2_I5.jpg,0,2
C465_S2_I14.jpg,C361_S2_I15.jpg,0,2
C335_S2_I4.jpg,C49_S2_I2.jpg,0,2
C291_S1_I14.jpg,C115_S1_I4.jpg,0,0
C153_S2_I11.jpg,C359_S2_I8.jpg,0,2
C81_S1_I9.jpg,C249_S1_I10.jpg,0,1
C319_S1_I5.jpg,C421_S1_I9.jpg,0,0
C315_S1_I14.jpg,C147_S1_I14.jpg,0,0
C127_S2_I5.jpg,C309_S2_I6.jpg,0,2
C111_S2_I13.jpg,C333_S2_I2.jpg,0,2
C381_S2_I6.jpg,C123_S2_I8.jpg,0,2
C341_S1_I10.jpg,C361_S1_I14.jpg,0,1
C131_S2_I8.jpg,C445_S2_I9.jpg,0,2
C395_S1_I7.jpg,C441_S1_I4.jpg,0,0
C105_S2_I12.jpg,C385_S2_I3.jpg,0,2
C509_S2_I10.jpg,C1_S2_I2.jpg,0,2
C347_S2_I4.jpg,C167_S2_I8.jpg,0,2
C311_S1_I2.jpg,C21_S1_I14.jpg,0,0
C505_S1_I1.jpg,C119_S1_I6.jpg,0,1
C269_S2_I15.jpg,C485_S2_I6.jpg,0,2
C81_S1_I4.jpg,C333_S1_I14.jpg,0,1
C107_S2_I3.jpg,C237_S2_I11.jpg,0,2
C223_S1_I6.jpg,C59_S1_I11.jpg,0,0
C49_S2_I1.jpg,C129_S2_I8.jpg,0,2
C153_S2_I2.jpg,C73_S2_I11.jpg,0,2
C391_S1_I4.jpg,C101_S1_I6.jpg,0,0
C243_S2_I13.jpg,C257_S2_I7.jpg,0,2
C393_S2_I13.jpg,C43_S2_I8.jpg,0,2
C93_S2_I11.jpg,C305_S2_I1.jpg,0,2
C419_S1_I3.jpg,C299_S1_I6.jpg,0,0
C187_S2_I9.jpg,C5_S2_I9.jpg,0,2
C295_S1_I11.jpg,C461_S1_I5.jpg,0,0
C247_S2_I10.jpg,C205_S2_I13.jpg,0,2
C509_S1_I5.jpg,C351_S1_I4.jpg,0,0
C79_S1_I7.jpg,C155_S1_I5.jpg,0,1
C347_S1_I12.jpg,C477_S1_I3.jpg,0,0
C121_S1_I7.jpg,C199_S1_I12.jpg,0,0
C187_S2_I14.jpg,C5_S2_I3.jpg,0,2
C79_S1_I1.jpg,C231_S1_I8.jpg,0,1
C47_S2_I9.jpg,C73_S2_I2.jpg,0,2
C433_S2_I6.jpg,C111_S2_I15.jpg,0,2
C259_S1_I1.jpg,C185_S1_I14.jpg,0,1
C49_S1_I15.jpg,C337_S1_I3.jpg,0,0
C343_S1_I10.jpg,C301_S1_I15.jpg,0,0
C41_S1_I7.jpg,C111_S1_I3.jpg,0,1
C149_S1_I10.jpg,C233_S1_I14.jpg,0,0
C277_S1_I5.jpg,C337_S1_I13.jpg,0,1
C471_S1_I10.jpg,C97_S1_I2.jpg,0,0
C253_S2_I8.jpg,C431_S2_I11.jpg,0,2
C203_S1_I9.jpg,C415_S1_I8.jpg,0,1
C191_S1_I7.jpg,C513_S1_I1.jpg,0,0
C251_S2_I15.jpg,C439_S2_I3.jpg,0,2
C19_S2_I9.jpg,C129_S2_I5.jpg,0,2
C333_S1_I9.jpg,C455_S1_I1.jpg,0,1
C95_S2_I1.jpg,C5_S2_I5.jpg,0,2
C187_S2_I10.jpg,C405_S2_I1.jpg,0,2
C187_S2_I12.jpg,C105_S2_I7.jpg,0,2
C319_S1_I11.jpg,C467_S1_I10.jpg,0,1
C317_S2_I9.jpg,C25_S2_I3.jpg,0,2
C461_S2_I6.jpg,C333_S2_I4.jpg,0,2
C101_S1_I8.jpg,C295_S1_I11.jpg,0,1
C101_S1_I5.jpg,C87_S1_I11.jpg,0,1
C91_S1_I13.jpg,C287_S1_I10.jpg,0,1
C63_S1_I13.jpg,C197_S1_I10.jpg,0,1
C231_S1_I6.jpg,C65_S1_I15.jpg,0,0
C299_S2_I1.jpg,C227_S2_I6.jpg,0,2
C251_S2_I11.jpg,C339_S2_I11.jpg,0,2
C513_S1_I3.jpg,C293_S1_I7.jpg,0,0
C411_S1_I14.jpg,C119_S1_I11.jpg,0,1
C119_S1_I8.jpg,C203_S1_I6.jpg,0,0
C259_S2_I10.jpg,C451_S2_I9.jpg,0,2
C29_S1_I12.jpg,C191_S1_I8.jpg,0,0
C91_S2_I6.jpg,C329_S2_I1.jpg,0,2
C235_S2_I8.jpg,C201_S2_I3.jpg,0,2
C25_S2_I14.jpg,C245_S2_I11.jpg,0,2
C433_S1_I4.jpg,C503_S1_I6.jpg,0,0
C399_S1_I7.jpg,C511_S1_I15.jpg,0,1
C143_S1_I9.jpg,C477_S1_I1.jpg,0,0
C83_S1_I9.jpg,C215_S1_I15.jpg,0,1
C489_S1_I9.jpg,C159_S1_I2.jpg,0,0
C227_S1_I2.jpg,C395_S1_I13.jpg,0,0
C437_S1_I10.jpg,C215_S1_I11.jpg,0,0
C259_S2_I7.jpg,C129_S2_I9.jpg,0,2
C85_S2_I15.jpg,C347_S2_I9.jpg,0,2
